i,discounted
1244,14.4362
1245,3.56454
1246,33.6904
1247,0
1248,16.6748
1249,24.5463
1250,14.8163
1251,13.5119
1252,3.81812
1253,9.1573
1254,18.2698
1255,24.7674
1256,29.1889
1257,5.40461
1258,23.0052
1259,0
1260,28.1306
1261,25.3405
1262,16.6501
1263,8.31554
1264,21.8131
1265,4.2739
1266,0
1267,29.9583
1268,19.4751
1269,4.15183
1270,0
1271,12.5347
1272,22.5465
1273,0
1274,7.38664
1275,14.7974
1276,10.2385
1277,9.0047
1278,9.74341
1279,0.502076
1280,21.9208
1281,22.341
1282,6.25009
1283,18.1796
1284,1.84816
1285,0
1286,1.46158
1287,29.8777
1288,0
1289,23.2679
1290,29.4635
1291,21.2547
1292,0
1293,8.83705
1294,12.9408
1295,0
1296,7.06259
1297,0
1298,6.46994
1299,14.7693
1300,2.38255
1301,25.6655
1302,24.2023
1303,0
1304,15.3049
1305,10.1114
1306,27.6882
1307,0
1308,0
1309,0
1310,13.9826
1311,0
1312,6.29252
1313,0
1314,22.0046
1315,21.8221
1316,0
1317,0
1318,0
1319,24.8667
1320,18.954
1321,0
1322,20.2897
1323,33.1879
1324,1.27347
1325,13.4515
1326,39.2968
1327,0
1328,10.4354
1329,25.682
1330,14.5203
1331,23.969
1332,15.7427
1333,10.9055
1334,4.86122
1335,0
1336,19.8807
1337,16.216
1338,29.3452
1339,12.2866
1340,0
1341,9.83986
1342,28.6347
1343,0
1344,10.2044
1345,6.53136
1346,16.1623
1347,33.2299
1348,25.1607
1349,16.6599
1350,17.2479
1351,19.0024
1352,2.90269
1353,18.7593
1354,18.0257
1355,26.9037
1356,26.777
1357,25.923
1358,17.3676
1359,5.33874
1360,21.511
1361,0
1362,0
1363,22.9421
1364,0
1365,31.2286
1366,0
1367,13.7101
1368,35.3221
1369,5.85491
1370,12.7845
1371,2.86061
1372,19.4081
1373,9.18085
1374,0
1375,7.42106
1376,13.5542
1377,10.3435
1378,44.9891
1379,4.47146
1380,7.46463
1381,0
1382,13.2303
1383,0.856162
1384,34.1524
1385,26.3348
1386,30.2823
1387,7.40985
1388,12.742
1389,26.7097
1390,8.05331
1391,17.5734
1392,0
1393,9.6435
1394,14.6999
1395,12.3163
1396,15.2523
1397,26.0555
1398,0
1399,25.4913
1400,4.73574
1401,4.44818
1402,18.3958
1403,10.6466
1404,5.57665
1405,0
1406,16.7752
1407,0
1408,11.3402
1409,6.73522
1410,7.14834
1411,21.842
1412,27.7206
1413,19.97
1414,21.2773
1415,0
1416,4.25859
1417,18.7139
1418,3.91205
1419,2.62904
1420,13.6086
1421,0
1422,13.553
1423,26.1455
1424,0
1425,22.1925
1426,0
1427,13.1844
1428,10.2671
1429,20.5605
1430,21.7888
1431,2.9681
1432,32.4255
1433,30.4362
1434,7.88723
1435,12.9043
1436,4.67846
1437,18.8701
1438,0
1439,6.94308
1440,4.92774
1441,7.58636
1442,10.9407
1443,7.93171
1444,33.0561
1445,17.8763
1446,0
1447,27.6214
1448,22.6453
1449,0
1450,22.6421
1451,15.0506
1452,12.3985
1453,15.9698
1454,19.371
1455,10.6638
1456,8.93393
1457,31.0315
1458,15.9852
1459,4.86921
1460,25.7836
1461,4.07149
1462,14.1148
1463,7.35913
1464,0.0450308
1465,5.8485
1466,12.542
1467,0
1468,8.68577
1469,26.0707
1470,0
1471,2.89201
1472,36.9321
1473,4.20157
1474,35.8753
1475,3.0052
1476,20.4582
1477,9.38076
1478,0
1479,19.7515
1480,42.3166
1481,9.37471
1482,6.44737
1483,18.932
1484,14.2521
1485,7.73125
