i,discounted
1839,34.2317
1840,43.7839
1841,22.9649
1842,14.5738
1843,0.978886
1844,9.21648
1845,36.2884
1846,24.5384
1847,19.2668
1848,11.8224
1849,17.8159
1850,10.3997
1851,15.962
1852,18.5477
1853,35.2269
1854,8.46376
1855,31.41
1856,18.082
1857,17.1181
1858,1.55696
1859,12.8594
1860,46.6168
1861,33.7845
1862,13.7847
1863,13.1577
1864,36.3345
1865,22.4891
1866,38.0392
1867,24.4977
1868,44.1758
1869,15.4193
1870,8.56585
1871,18.0396
1872,26.4052
1873,15.155
1874,29.8217
1875,8.00003
1876,20.1546
1877,5.29664
1878,14.8107
1879,55.9506
1880,5.10505
1881,14.0492
1882,16.7539
1883,20.8849
1884,16.1288
1885,19.2398
1886,27.632
1887,40.5241
1888,25.2739
1889,33.5062
1890,38.2585
1891,10.6588
1892,9.5937
1893,8.85876
1894,35.5613
